web-scraper-order,web-scraper-start-url,title,house,totalPrice,unitPrice,area,houseInfo
"1624764731-7645","https://hz.lianjia.com/ershoufang/yuhang/pg91","地理位置优，小区配套完善，带装修，带一个独立储藏室","南安","215万","单价25860元/平米","未来科技城","3室2厅 | 83.14平米 | 南 | 精装 | 6层  | 板楼"
"1624764979-9874","https://hz.lianjia.com/ershoufang/yuhang/pg17","赞成美树 满二年 中楼层 诚心出售","赞成美树","380万","单价29741元/平米","勾庄","4室2厅 | 127.77平米 | 南 | 精装 | 32层  | 板楼"
"1624764892-9100","https://hz.lianjia.com/ershoufang/yuhang/pg43","此小区地铁口近。小区环境好，人车分流，房东精装修。","融创金成英特学府","400万","单价44773元/平米","未来科技城","3室2厅 | 89.34平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764765-7933","https://hz.lianjia.com/ershoufang/yuhang/pg82","未来科技城板块 中间套 三开间朝南 诚心卖","西溪永乐城","518万","单价57710元/平米","未来科技城","3室1厅 | 89.76平米 | 南 | 精装 | 23层  | 板楼"
"1624765018-10245","https://hz.lianjia.com/ershoufang/yuhang/pg5","自住精装修保养好 交通便利 读书方便 采光好","瑞城温莎郡","450万","单价53388元/平米","未来科技城","3室2厅 | 84.29平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合"
"1624764876-8960","https://hz.lianjia.com/ershoufang/yuhang/pg48","诚心出售楼层，采光视野良好 随时签约","岸上蓝山","520万","单价37586元/平米","闲林","3室1厅 | 138.35平米 | 南 | 精装 | 低楼层(共6层)  | 板楼"
"1624764827-8495","https://hz.lianjia.com/ershoufang/yuhang/pg63","精装三房 全屋地暖 房东诚心出售","越秀星汇悦城","350万","单价41603元/平米","良渚","3室2厅 | 84.13平米 | 南 | 精装 | 27层  | 板楼"
"1624764797-8215","https://hz.lianjia.com/ershoufang/yuhang/pg72","双阳台实用面积大，位置好楼层高，自住精装，有车位","瑞城温莎郡","430万","单价50985元/平米","未来科技城","3室2厅 | 84.34平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合"
"1624764771-7974","https://hz.lianjia.com/ershoufang/yuhang/pg80","房子西边套 三房一卫 楼层好 有装修诚心出售","逸居城","265万","单价29900元/平米","勾庄","3室2厅 | 88.63平米 | 南 北 | 简装 | 18层  | 板塔结合"
"1624764787-8125","https://hz.lianjia.com/ershoufang/yuhang/pg75","小区新，近地铁，看房方便，房东诚售","众安学君里","285万","单价31748元/平米","未来科技城","3室2厅 | 89.77平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板楼"
"1624764735-7679","https://hz.lianjia.com/ershoufang/yuhang/pg90","110万三房，精装修拎包入住的，看房方便，走楼梯的6楼","清惠家园","110万","单价12424元/平米","未来科技城","3室2厅 | 88.54平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合"
"1624764936-9489","https://hz.lianjia.com/ershoufang/yuhang/pg30","房东诚心出售.三开间朝南.三向大阳台.房东精装出售","竹海水韵","420万","单价29636元/平米","闲林","3室2厅 | 141.72平米 | 南 | 精装 | 15层  | 板楼"
"1624764959-9705","https://hz.lianjia.com/ershoufang/yuhang/pg23","璞玉雅园 中间楼层 次新小区 业主诚心出售","佳兆业西溪璞园","400万","单价45147元/平米","闲林","3室1厅 | 88.6平米 | 南 | 简装 | 18层  | 板楼"
"1624764917-9333","https://hz.lianjia.com/ershoufang/yuhang/pg35","装修好 诚心售 低楼层 没有噪音","雅居乐国际花园","250万","单价30785元/平米","闲林","3室1厅 | 81.21平米 | 东南 南 | 简装 | 低楼层(共34层)  | 板楼"
"1624764821-8424","https://hz.lianjia.com/ershoufang/yuhang/pg65","大华西溪风情澄品，精装修，楼层好，无遮挡，看房方便","大华西溪风情澄品","570万","单价64928元/平米","西溪","3室2厅 | 87.79平米 | 南 | 精装 | 9层  | 板楼"
"1624764969-9798","https://hz.lianjia.com/ershoufang/yuhang/pg20","未来科技城 近地铁 精装修 东南边套 房东急售","欧美金融城","123万","单价29928元/平米","未来科技城","1室1厅 | 41.1平米 | 东南 | 精装 | 44层  | 板楼"
"1624765025-10306","https://hz.lianjia.com/ershoufang/yuhang/pg3","此房源满五年，靠里面，位置好，比较安静","绿城桃源小镇","930万","单价39332元/平米","闲林","4室2厅 | 236.45平米 | 南 | 毛坯 | 低楼层(共4层)  | 板塔结合"
"1624764892-9097","https://hz.lianjia.com/ershoufang/yuhang/pg43","满二，婚房装修，好楼层，视野好","东海·闲湖城","450万","单价38446元/平米","闲林","3室2厅 | 117.05平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合"
"1624764857-8763","https://hz.lianjia.com/ershoufang/yuhang/pg54","满五年精装 户型方正 位置好 采光充足 视野好","爵士风情花园","340万","单价29768元/平米","闲林","3室2厅 | 114.22平米 | 南 | 精装 | 中楼层(共6层)  | 板楼"
"1624764956-9681","https://hz.lianjia.com/ershoufang/yuhang/pg24","和睦湿地 竹海水韵春风里 精装修 三房 拎包入住","竹海水韵春风里","320万","单价36343元/平米","闲林","3室2厅 | 88.05平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764810-8334","https://hz.lianjia.com/ershoufang/yuhang/pg68","赞城美树 西边套3房2厅1卫 光线明亮小区位置好急售","赞成美树","290万","单价32439元/平米","勾庄","3室2厅 | 89.4平米 | 南 北 | 简装 | 12层  | 板楼"
"1624764797-8226","https://hz.lianjia.com/ershoufang/yuhang/pg72","大花园，园林设计，房东高档装修，房东急售","新城西溪逸境","590万","单价69749元/平米","未来科技城","3室2厅 | 84.59平米 | 南 | 精装 | 低楼层(共7层)  | 板楼"
"1624765012-10189","https://hz.lianjia.com/ershoufang/yuhang/pg7","万科精装修交付，全新没有入住过，楼层好，看房方便","万科缦云坊","310万","单价34914元/平米","良渚","3室2厅 | 88.79平米 | 南 | 精装 | 10层  | 板楼"
"1624764735-7684","https://hz.lianjia.com/ershoufang/yuhang/pg90","多层西边套 全明户型采光好 诚心出售随时看","爵士风情花园","338万","单价28406元/平米","闲林","3室2厅 | 118.99平米 | 西南 | 精装 | 中楼层(共5层)  | 板楼"
"1624764879-8968","https://hz.lianjia.com/ershoufang/yuhang/pg47","此房是西边套，采光充足，楼层好","中港罗兰小镇","343万","单价30075元/平米","闲林","3室2厅 | 114.05平米 | 南 | 毛坯 | 18层  | 板楼"
"1624765022-10268","https://hz.lianjia.com/ershoufang/yuhang/pg4","东边套有车位 中间楼层 精装修 拎包入住满五年","东海闲湖城印象加州","412万","单价35193元/平米","闲林","4室2厅 | 117.07平米 | 南 | 精装 | 32层  | 塔楼"
"1624764873-8925","https://hz.lianjia.com/ershoufang/yuhang/pg49","闲林好房，大两房采光通风好，新装修带储藏室，诚心卖","赞成乐山红叶","335万","单价37995元/平米","闲林","2室2厅 | 88.17平米 | 南 北 | 精装 | 高楼层(共20层)  | 板楼"
"1624764824-8470","https://hz.lianjia.com/ershoufang/yuhang/pg64","装修好的西边套，无户口无抵押产权单独","大华西溪风情澄品","550万","单价61694元/平米","西溪","3室2厅 | 89.15平米 | 南 | 精装 | 7层  | 板楼"
"1624764854-8729","https://hz.lianjia.com/ershoufang/yuhang/pg55","五常 自住装修全明户型 视野采光较好","盛世嘉园","380万","单价28589元/平米","闲林","3室2厅 | 132.92平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼"
"1624764990-9980","https://hz.lianjia.com/ershoufang/yuhang/pg14","地铁口 交通便利 配套成熟 满五年","铭雅苑东区","298万","单价32168元/平米","三墩","3室1厅 | 92.64平米 | 南 | 精装 | 低楼层(共6层)  | 板楼"
"1624764898-9142","https://hz.lianjia.com/ershoufang/yuhang/pg41","新西湖小镇大户型 楼层好 视野好","新西湖小镇","320万","单价25991元/平米","闲林","3室1厅 | 123.12平米 | 南 | 毛坯 | 25层  | 板楼"
"1624765006-10128","https://hz.lianjia.com/ershoufang/yuhang/pg9","户型正气，南北透通，总价低且满五唯一","良渚花苑新村","178万","单价21737元/平米","良渚","3室1厅 | 81.89平米 | 南 | 简装 | 5层  | 板楼"
"1624764784-8102","https://hz.lianjia.com/ershoufang/yuhang/pg76","：小区沿东西大道北上即文一西路，交通便利","众安学君里","305万","单价34056元/平米","未来科技城","3室2厅 | 89.56平米 | 南 | 简装 | 中楼层(共23层)  | 板楼"
"1624764716-7550","https://hz.lianjia.com/ershoufang/yuhang/pg95","精装修带地暖保养好，车位储藏室价格另议，满五年","恒厚阳光城","380万","单价31400元/平米","闲林","4室2厅 | 121.02平米 | 南 北 | 精装 | 18层  | 板塔结合"
"1624765031-10366","https://hz.lianjia.com/ershoufang/yuhang/pg1","春风里 满五唯一 纯毛坯  户型方正 诚心出","竹海水韵春风里","420万","单价32298元/平米","闲林","3室2厅 | 130.04平米 | 南 北 | 毛坯 | 18层  | 板塔结合"
"1624764831-8532","https://hz.lianjia.com/ershoufang/yuhang/pg62","未来科技城 品质小区 绿城物业  可提包入住","新湖果岭","430万","单价48809元/平米","未来科技城","3室1厅 | 88.1平米 | 南 | 简装 | 高楼层(共32层)  | 板楼"
"1624764926-9388","https://hz.lianjia.com/ershoufang/yuhang/pg33","此房绿城物业，小区品质保证，24小时安保，绿化优美","绿城桃源小镇品霞苑","290万","单价32728元/平米","闲林","3室2厅 | 88.61平米 | 南 | 毛坯 | 低楼层(共20层)  | 板塔结合"
"1624764743-7740","https://hz.lianjia.com/ershoufang/yuhang/pg88","万科楼盘 户型好 小区绿化优美","万科未来城三期梦溪里","320万","单价38037元/平米","良渚","3室1厅 | 84.13平米 | 东南 南 | 精装 | 21层  | 板塔结合"
"1624764834-8549","https://hz.lianjia.com/ershoufang/yuhang/pg61","大三房 精装修  满五唯一 诚心出售","亿丰蔚蓝郡","340万","单价39284元/平米","良渚","3室2厅 | 86.55平米 | 南 | 精装 | 23层  | 板塔结合"
"1624764712-7503","https://hz.lianjia.com/ershoufang/yuhang/pg96","花园洋房，品质小区，小区优质户型，装修好","华元美林公馆","420万","单价46678元/平米","西溪","2室1厅 | 89.98平米 | 南 | 精装 | 高楼层(共7层)  | 板楼"
"1624765015-10194","https://hz.lianjia.com/ershoufang/yuhang/pg6","楼层居中 采光充足 房东诚心出售","风雅乐府","350万","单价39340元/平米","万达广场","3室2厅 | 88.97平米 | 南 | 精装 | 高楼层(共32层)  | 板楼"
"1624765012-10179","https://hz.lianjia.com/ershoufang/yuhang/pg7","未来科技城，次新小区，方正3房，交通方便，诚心出售","众安学君里","275万","单价30590元/平米","未来科技城","3室2厅 | 89.9平米 | 南 北 | 简装 | 高楼层(共24层)  | 板楼"
"1624764837-8588","https://hz.lianjia.com/ershoufang/yuhang/pg60","精致东边套，三房户型，房东诚心出售，看房随时都可以","庭院深深","312万","单价36053元/平米","未来科技城","3室2厅 | 86.54平米 | 南 | 精装 | 18层  | 板楼"
"1624764787-8136","https://hz.lianjia.com/ershoufang/yuhang/pg75","毛坯房，看房方便，诚心出售，低楼层","和昌府","350万","单价41416元/平米","良渚","3室2厅 | 84.51平米 | 南 | 毛坯 | 18层  | 板楼"
"1624764892-9110","https://hz.lianjia.com/ershoufang/yuhang/pg43","品质开发商 环境好 居住舒适 户型方正 房东诚心出售","融创金成西溪海","460万","单价36892元/平米","闲林","3室2厅 | 124.69平米 | 南 西 北 | 精装 | 18层  | 板塔结合"
"1624764851-8706","https://hz.lianjia.com/ershoufang/yuhang/pg56","两房朝南，高楼层，采光好，户型格局好，少浪费空间","闲林山水紫薇苑","280万","单价31373元/平米","闲林","2室1厅 | 89.25平米 | 南 | 精装 | 高楼层(共18层)  | 板楼"
"1624764831-8519","https://hz.lianjia.com/ershoufang/yuhang/pg62","青枫墅园三期 3室1厅 南","青枫墅园三期","440万","单价49383元/平米","未来科技城","3室1厅 | 89.1平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼"
"1624764712-7515","https://hz.lianjia.com/ershoufang/yuhang/pg96","绿城开发 西边套 采光视野好 带车位 置换诚心出","绿城桃源小镇品霞苑","395万","单价31743元/平米","闲林","4室2厅 | 124.44平米 | 西南 | 毛坯 | 中楼层(共29层)  | 板楼"
"1624764743-7739","https://hz.lianjia.com/ershoufang/yuhang/pg88","地铁口，永旺商场旁，高楼层方正户型三房","融信澜天","335万","单价37557元/平米","良渚","3室2厅 | 89.2平米 | 南 | 简装 | 34层  | 板楼"
"1624764727-7621","https://hz.lianjia.com/ershoufang/yuhang/pg92","此房产证满两年，安静位置，好楼层","翡翠城二期","400万","单价46399元/平米","翡翠城","2室2厅 | 86.21平米 | 南 | 简装 | 13层  | 板楼"
"1624764882-8995","https://hz.lianjia.com/ershoufang/yuhang/pg46","业主诚心出售，绿城物业，一楼带花园洋房","绿城桃源小镇","240万","单价36502元/平米","闲林","2室1厅 | 65.75平米 | 南 | 简装 | 6层  | 板塔结合"
"1624764886-9032","https://hz.lianjia.com/ershoufang/yuhang/pg45","绿城品质洋房  户型方正  事宜居住","绿城桃源小镇","450万","单价34771元/平米","闲林","4室2厅 | 129.42平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合"
"1624764778-8054","https://hz.lianjia.com/ershoufang/yuhang/pg78","欧美金融城 未来科技城主板 房东诚心出售","欧美金融城","580万","单价64697元/平米","未来科技城","3室2厅 | 89.65平米 | 南 | 精装 | 高楼层(共33层)  | 板楼"
"1624764821-8447","https://hz.lianjia.com/ershoufang/yuhang/pg65","7层花园洋房，位置好，不沿高架，精装修自住，","滨江西溪之星","740万","单价84312元/平米","西溪","3室2厅 | 87.77平米 | 南 | 精装 | 低楼层(共7层)  | 板楼"
"1624764953-9637","https://hz.lianjia.com/ershoufang/yuhang/pg25","此房满五年唯一，带车位一个，刚需看过来，诚售。","绿城桃源小镇","250万","单价33982元/平米","闲林","2室1厅 | 73.57平米 | 南 | 简装 | 18层  | 板塔结合"
"1624764987-9948","https://hz.lianjia.com/ershoufang/yuhang/pg15","越秀小户型出售 房东诚心出售 看房随时方便价格可谈","越秀星汇尚城","312万","单价41689元/平米","万达广场","2室2厅 | 74.84平米 | 南 | 精装 | 25层  | 板楼"
"1624764731-7661","https://hz.lianjia.com/ershoufang/yuhang/pg91","西溪湿地旁 电梯洋房 满五唯一 诚心出售 看房方便","昆仑府","420万","单价46949元/平米","西溪","2室2厅 | 89.46平米 | 南 | 精装 | 中楼层(共7层)  | 板楼"
"1624764716-7530","https://hz.lianjia.com/ershoufang/yuhang/pg95","户型好，楼层好，视野宽阔，配套齐全，交通便利。","雅居乐国际花园","400万","单价29041元/平米","闲林","4室2厅 | 137.74平米 | 东南 北 | 毛坯 | 32层  | 塔楼"
"1624764837-8582","https://hz.lianjia.com/ershoufang/yuhang/pg60","此房满五唯一，房东自住装修，经典户型","平瑞瑞和园","300万","单价34003元/平米","良渚","3室1厅 | 88.23平米 | 南 | 精装 | 11层  | 板塔结合"
"1624764966-9757","https://hz.lianjia.com/ershoufang/yuhang/pg21","业主诚心出售 价格可谈 位置安静","岸上蓝山","260万","单价27357元/平米","闲林","2室2厅 | 95.04平米 | 南 | 精装 | 高楼层(共6层)  | 板楼"
"1624764860-8795","https://hz.lianjia.com/ershoufang/yuhang/pg53","中间楼层，精装修可拎包入住 视野开阔，采光充足","岸上蓝山","380万","单价30214元/平米","闲林","3室2厅 | 125.77平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼"
"1624764926-9389","https://hz.lianjia.com/ershoufang/yuhang/pg33","雅居乐二期三房好户型，方正，采光好 看房方便的","雅居乐国际花园","295万","单价33210元/平米","闲林","3室2厅 | 88.83平米 | 南 北 | 简装 | 32层  | 塔楼"
"1624764743-7747","https://hz.lianjia.com/ershoufang/yuhang/pg88","良渚文化村，万科优质次新房，带地下室，7层精装洋房","万科劝学里","350万","单价39203元/平米","良渚","3室2厅 | 89.28平米 | 南 | 精装 | 7层  | 板塔结合"
